user_id,timestamp,opportunity,ms_first_response,original,tutor_mode,answer_type,type,skill,correct
78587,314014,45,66934,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314015,46,66934,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314016,47,66934,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314017,48,66934,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314018,49,66934,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314019,50,66934,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314020,51,66934,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314021,52,66934,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314022,53,66934,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314023,54,66934,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314024,55,66934,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314025,56,66934,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314026,57,66934,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314027,58,66934,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314028,59,66934,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314029,60,66934,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314030,61,66934,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314031,62,66934,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314416,63,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314417,64,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314418,65,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314419,66,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314420,67,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314421,68,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314422,69,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314423,70,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314424,71,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314425,72,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314426,73,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314427,74,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314428,75,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314429,76,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314430,77,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314431,78,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314432,79,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314433,80,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314434,81,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314435,82,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314436,83,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314437,84,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314438,85,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314439,86,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314440,87,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314441,88,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314442,89,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314443,90,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314444,91,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314445,92,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314446,93,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314447,94,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314448,95,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314449,96,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314450,97,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314451,98,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314452,99,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314453,100,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314454,101,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314455,102,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314456,103,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314457,104,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314458,105,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314459,106,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314460,107,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314461,108,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314462,109,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314463,110,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314464,111,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314465,112,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314466,113,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314467,114,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314468,115,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314469,116,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314470,117,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314471,118,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314472,119,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314473,120,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314474,121,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314475,122,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314476,123,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314477,124,26429,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314736,125,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314737,126,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314738,127,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314739,128,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314740,129,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314741,130,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314742,131,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314743,132,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314744,133,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314745,134,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314746,135,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314747,136,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314748,137,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314749,138,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314750,139,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314751,140,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314752,141,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314753,142,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314754,143,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314755,144,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314756,145,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314757,146,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314758,147,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314759,148,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314760,149,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314761,150,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314762,151,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314763,152,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314764,153,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314765,154,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314766,155,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314767,156,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314768,157,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314769,158,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314770,159,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314771,160,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314772,161,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314773,162,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314774,163,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314775,164,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314776,165,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314777,166,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314778,167,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314779,168,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314780,169,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314781,170,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314782,171,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314783,172,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314784,173,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314785,174,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314786,175,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314787,176,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314788,177,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314789,178,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314790,179,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314791,180,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314792,181,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314793,182,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314794,183,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314795,184,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314796,185,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,314797,186,30425,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315178,187,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315179,188,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315180,189,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315181,190,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315182,191,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315183,192,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315184,193,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315185,194,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315186,195,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315187,196,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315188,197,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315189,198,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315190,199,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315191,200,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315192,201,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315193,202,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315194,203,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315195,204,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315196,205,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315197,206,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315198,207,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315199,208,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315200,209,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315201,210,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315202,211,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315203,212,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315204,213,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315205,214,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315206,215,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315207,216,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315208,217,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315209,218,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315210,219,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315211,220,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315212,221,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315213,222,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315214,223,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315215,224,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315216,225,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315217,226,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315218,227,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315219,228,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315220,229,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315221,230,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315222,231,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315223,232,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315224,233,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315225,234,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315226,235,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315227,236,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315228,237,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315229,238,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315230,239,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315231,240,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315232,241,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315233,242,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315234,243,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315235,244,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315236,245,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315237,246,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315238,247,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315239,248,41094,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315437,249,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315438,250,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315439,251,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315440,252,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315441,253,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315442,254,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315443,255,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315444,256,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315445,257,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315446,258,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315447,259,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315448,260,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315449,261,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315450,262,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315451,263,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315452,264,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315453,265,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315454,266,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315455,267,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315456,268,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315457,269,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315458,270,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315459,271,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315460,272,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315461,273,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315462,274,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315463,275,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315464,276,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315465,277,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315466,278,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315467,279,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315468,280,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315469,281,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315470,282,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315471,283,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315472,284,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315473,285,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315474,286,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315475,287,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315476,288,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315477,289,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315478,290,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315479,291,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315480,292,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315481,293,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315482,294,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315483,295,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315484,296,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315485,297,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315486,298,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315487,299,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315488,300,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315489,301,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315490,302,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315491,303,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315492,304,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315493,305,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315494,306,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315495,307,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315496,308,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315497,309,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315498,310,58813,1,tutor,algebra,MasterySection,Volume Rectangular Prism,1
78587,315935,1,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315936,2,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315937,3,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315938,4,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315939,5,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315940,6,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315941,7,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315942,8,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315943,9,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315944,10,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315945,11,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315946,12,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315947,13,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315948,14,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315949,15,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315950,16,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315951,17,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315952,18,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315953,19,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315954,20,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315955,21,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315956,22,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315957,23,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315958,24,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315959,25,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315960,26,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315961,27,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315962,28,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315963,29,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315964,30,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315965,31,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315966,32,39615,1,tutor,algebra,MasterySection,Area Triangle,0
78587,315967,33,39615,1,tutor,algebra,MasterySection,Area Triangle,0
